Year,State,Offense,SubCat,TrueCount,Unfounded,Cleared,JuvCleared
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Indiana,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,Virginia,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,New Jersey,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,5,1,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Vermont,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,10,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Idaho,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Hawaii,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Michigan,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,11,0,7,0
2019,Connecticut,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,19,0,5,0
2019,Maryland,Human Trafficking,Involuntary Servitude,4,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,1,0,6,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maryland,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,Maryland,Human Trafficking,Involuntary Servitude,2,0,2,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Montana,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Pennsylvania,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Washington,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,1,0,3,0
2020,Washington,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,8,0,8,0
2019,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Washington,Human Trafficking,Commercial Sex Acts,5,0,1,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Louisiana,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Indiana,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Indiana,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,3,0,2,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Florida,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Florida,Human Trafficking,Commercial Sex Acts,3,0,3,0
2018,Texas,Human Trafficking,Commercial Sex Acts,5,1,1,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,2,1,1,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,1,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,3,1,1,0
2017,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,3,0,2,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,1,0,2,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Alaska,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,2,0,3,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,Colorado,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Michigan,Human Trafficking,Commercial Sex Acts,4,0,4,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,North Dakota,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,3,0
2018,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,4,0,4,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,9,0,4,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,11,0,11,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,3,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,6,0,4,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,5,0,0,0
2017,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,4,0,3,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,3,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Louisiana,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Georgia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Michigan,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,2,0
2019,Kansas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Indiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,9,0,9,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,9,0,9,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,39,0,39,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,3,0,1,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oregon,Human Trafficking,Commercial Sex Acts,3,0,0,0
2015,Oregon,Human Trafficking,Commercial Sex Acts,6,0,2,0
2015,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oregon,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Oregon,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Massachusetts,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,New Mexico,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Ohio,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,New Hampshire,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,South Carolina,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,13,0,4,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Oregon,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,11,0,7,0
2020,Oregon,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,New Jersey,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Nevada,Human Trafficking,Commercial Sex Acts,16,0,10,0
2017,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Indiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,9,0,4,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,14,0,6,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,21,0,6,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,14,0,3,0
2017,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Louisiana,Human Trafficking,Commercial Sex Acts,7,0,6,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,6,0,5,0
2017,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,2,0,2,0
2017,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Arizona,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,6,0,6,0
2019,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,3,0,2,0
2019,Texas,Human Trafficking,Involuntary Servitude,4,0,4,1
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,1
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Nevada,Human Trafficking,Commercial Sex Acts,15,0,6,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,18,0,3,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,23,0,5,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,25,0,4,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,10,0,3,0
2018,Nevada,Human Trafficking,Commercial Sex Acts,7,0,5,0
2019,Maryland,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Massachusetts,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Florida,Human Trafficking,Commercial Sex Acts,1,1,0,0
2018,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Florida,Human Trafficking,Commercial Sex Acts,9,0,3,0
2018,Florida,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Florida,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Florida,Human Trafficking,Commercial Sex Acts,1,2,1,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,2,0,1,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,3,0,4,1
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Kentucky,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,Michigan,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Vermont,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,Alaska,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Illinois,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Michigan,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Oklahoma,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,6,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,3,0,3,0
2019,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Involuntary Servitude,3,0,1,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,6,0,1,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,2,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Alaska,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Alaska,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Washington,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Tennessee,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,2,0,2,0
2018,Kentucky,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,Wisconsin,Human Trafficking,Commercial Sex Acts,4,0,2,0
2019,Mississippi,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Arizona,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,14,0,14,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,1
2020,Texas,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,Louisiana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,Virginia,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,Maine,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Colorado,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2015,Colorado,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,2,0,4,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,5,0,2,0
2018,Wisconsin,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,Montana,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Alaska,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Texas,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,Illinois,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Wisconsin,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,Missouri,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,West Virginia,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,North Dakota,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,North Carolina,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,Connecticut,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,Texas,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,Minnesota,Human Trafficking,Commercial Sex Acts,1,0,0,0
